author,birth_date,birth_place,birth_country,death_date,genres,influenced,influenced_by,properly_processed
Douglas Brinkley,14/12/1960,,,,,,TRUE,
Neal Bascomb,01/04/1971,,,Non-fiction; Popular_history; Popular_science,,,TRUE,
Jennifer McMahon,,,,,,,FALSE,
Susanna Kearsley,17/01/1966,,,Romance_novel; Thrillers,,,TRUE,
Rebecca Musser,31/08/1976,,,,,,TRUE,
Bridget Cook,,,,,,,FALSE,
Wesley King Created  Kobe Bryant,,,,,,,FALSE,
Jordan Belfort,09/07/1962,,,,,,TRUE,
Diane Von Furstenberg,,,,,,,FALSE,
AJ Finn,,,,,,,FALSE,
Peter Bagge,,,,,,,FALSE,
T C Boyle,,,,,,,FALSE,
Jessica Shattuck,,,,,,,TRUE,
Peter H Reynolds,,,,,,,FALSE,
Ben Rhodes,,,,,,,TRUE,
Elio M García Jr,,,,,,,FALSE,
Linda Antonsson,,,,,,,FALSE,
Jared Diamond,10/09/1937,,,,http://dbpedia.org/resource/Stephen_H._Wright; http://dbpedia.org/resource/Yuval_Noah_Harari,,TRUE,
Shungiku Nakamura,,,,,,,TRUE,
Farel Dalrymple,,,,,,,TRUE,
Kevin Powers,11/07/1980,,,Iraq_War; Literary_fiction,,,TRUE,
Anton DiSclafani,,,,,,,FALSE,
Naoyuki Kageyama,,,,,,,FALSE,
Kazuki Takahashi,02/10/1999,,,,,,TRUE,
Stephen Perrine,,,,,,,FALSE,
Diane Ackerman,07/10/1948,,,,,,TRUE,
Jeffrey J Selingo,,,,,,,FALSE,
Tommy Orange,19/01/1982,,,,,,TRUE,
Brooke Shields,31/05/1965,,,,,,TRUE,
Justin Eisinger,,,,,,,FALSE,
Steven Scott,,,,,,,FALSE,
Gerald Graff,,,,,,,FALSE,
Cathy Birkenstein,,,,,,,FALSE,
Brenda Drake,,,,,,,FALSE,
Michael Bennett,,NZ,,,,,TRUE,
Dave Zirin,,,,,,,TRUE,
Alejandro Chabán,20/08/1981,,,,,,TRUE,
Daniel Kahneman,05/03/1934,,,,,,TRUE,
Christopher Pike,12/11/1955,,,Horror_fiction; Science_fiction; Thriller_(genre); Young_adult_fiction,,,TRUE,
Dave Shelton,27/02/1956,,,,,,TRUE,
Jay Asher,30/09/1975,,,Young_adult_fiction,,,TRUE,
David Wong,,,,,,,FALSE,
PewDiePie,24/10/1989,,,,,,TRUE,
Nikki Sixx,11/12/1958,,,Alternative_metal; Glam_metal; Hard_rock; Heavy_metal_music,,,TRUE,
Herman Cain,13/12/1945,,30/07/2020,,,,TRUE,
Chrissy Metz,29/09/1980,,,,,,TRUE,
AJ Gregory,,,,,,,FALSE,
Marieke Nijkamp,23/01/1986,,,,,,TRUE,
Jackie Warner,01/08/1943,,,,,,TRUE,
Rory Feek,25/04/1965,,,,,,TRUE,
Jodi Ellen Malpas,,,,,,,FALSE,
Busy Philipps,25/06/1979,,,,,,TRUE,
Russell Dauterman,,,,,,,TRUE,
Walter Simonson,,,,,,,FALSE,
Tom Shales,03/11/1944,,,,,,TRUE,
William A Donius,,,,,,,FALSE,
David Oliver Relin,12/12/1962,,12/12/2012,,,,TRUE,
Bret Baier,,,,,,,TRUE,
Catherine Whitney,,,,Jazz,,,TRUE,
Anders Roslund,,,,,,,FALSE,
Borge Hellstrom,,,,,,,FALSE,
Trevor Blake,,,,,,,FALSE,
Lisa Taddeo,,,,,,,TRUE,
Nathan Whitaker,,,,,,,FALSE,
the staff of Thug Kitchen,,,,,,,FALSE,
Thug Kitchen,,,,,,,FALSE,
Michael Hingson,,,,,,,FALSE,
Susy Flory,,,,,,,FALSE,
James SA Corey,,,,,,,FALSE,
Tom Robbins,,,,,,,TRUE,
Masafumi Nishida,,,,,,,FALSE,
Mizuki Sakakibara,,,,,,,FALSE,
Jeff Benedict,,,,,,,FALSE,
Armen Keteyian,,,,,,,FALSE,
Rick Reilly,,,,,,,FALSE,
Christie Brinkley,02/02/1954,,,,,,TRUE,
William J Mann,,,,,,,FALSE,
Newt Gingrich,17/06/1943,,,,,,TRUE,
Joe DeSantis,24/09/1957,,,,,,TRUE,
Albert S Hanser,,,,,,,FALSE,
Maria Semple,21/05/1964,,,,,,TRUE,
Women's March Organizers,,,,,,,FALSE,
Condé Nast,,,,,,,TRUE,
Sui Ishida,,,,,,,TRUE,
Reiko Yoshida,31/12/1967,,,,,,TRUE,
Mike Maden,,,,Crime_fiction; Realistic_fiction; Spy_fiction; Techno-thriller,,,TRUE,
Marc Cameron,,,,Crime_fiction; Military_fiction; Realistic_fiction; Spy_fiction; Techno-thriller; Thriller_(genre),,,TRUE,
novelization  Dick Couch,,,,,,,FALSE,
George Galdorisi,,,,,,,FALSE,
Barry Estabrook,,,,,,,FALSE,
Andrew Ross Sorkin,19/02/1977,,,,,,TRUE,
Tim Ferriss,,,,,,,FALSE,
Yuyuko Takemiya,24/02/1978,,,,,,TRUE,
Zekkyo,,,,,,,FALSE,
Andrea Q Robinson,,,,,,,FALSE,
Chesley McLaren,,,,,,,FALSE,
Michelle Bridges,20/10/1970,,,,,,TRUE,
Arnold Schwarzenegger,30/07/1947,,,,,,TRUE,
Peter Petre,,,,,,,FALSE,
Julian Lennon,08/04/1963,,,Pop_rock,,,TRUE,
Bart Davis,,,,,,,FALSE,
Douglas Conant,,,,,,,FALSE,
Mette Norgaard,,,,,,,FALSE,
Andre Dubus III,11/09/1959,,,,,,TRUE,
Neil McMahon,,,,Thriller_(genre),,,TRUE,
Lauret Savoy,,,,,,,FALSE,
Marc Benioff,25/09/1964,,,,,,TRUE,
Monica Langley,,,,,,,TRUE,
Ann Kidd Taylor,,,,,,,FALSE,
Benoit Denizet-Lewis,,,,,,,FALSE,
Dave Logan,,,,,,,TRUE,
John King,1830-02-05,,1881-10-23,,,,TRUE,
Halee Fischer-Wright,,,,,,,FALSE,
Sebastian Junger,,,,,,,TRUE,
Jia Tolentino,,,,,,,TRUE,
Michael Ritland,,,,,,,FALSE,
Donald Trump Jr,,,,,,,FALSE,
Marshall Goldsmith,20/03/1949,,,,,,TRUE,
Mark Reiter,,,,,,,FALSE,
Kenji Saitou,,,,,,,FALSE,
Akinari Nao,,,,,,,FALSE,
Bob Mehr,,,,,,,FALSE,
Alex Evanovich,,,,,,,FALSE,
Joelle Jones,,,,,,,FALSE,
Leah Remini,15/06/1970,,,,,,TRUE,
Rebecca Paley,,,,,,,FALSE,
Alan Ball,12/05/1945,,25/04/2007,,,,TRUE,
Edward M Kennedy,,,,,,,FALSE,
Sam Fox,,,,,,,TRUE,
Michael Stebner,,,,,,,FALSE,
Charles Portis,28/12/1933,,17/02/2020,Western_(genre),,,TRUE,
Jennifer Lopez,,,,,,,TRUE,
Lisa Birnbach,,,,,,,FALSE,
Kristin Cavallari,05/01/1987,,,,,,TRUE,
Janet Jackson,1891-09-28,,21/11/1960,,,,TRUE,
Michael Kranish,,,,,,,TRUE,
Marc Fisher,15/12/1958,,,,,,TRUE,
David Frum,30/06/1960,,,,,,TRUE,
Susan Dennard,25/02/1984,,,,,,TRUE,
Courtney Dasher,,,,,,,FALSE,
Young Kim,,,,,,,TRUE,
Young C Kim,,,,,,,FALSE,
Kou Yaginuma,14/02/1973,,,,,,TRUE,
Karen M McManus,,,,,,,FALSE,
Frank Costantini,,,,,,,FALSE,
Brian Sitts,,,,,,,FALSE,
Victoria Twead,,,,,,,FALSE,
Kevin Maney,,,,,,,FALSE,
Vivek Ranadive,,,,,,,FALSE,
Billy Connolly,24/11/1942,,,Blue_comedy; Comedy_music; Observational_comedy,,,TRUE,
Siegfried EngelmannPhyllis HaddoxElaine Bruner,,,,,,,FALSE,
David M. Brewster,,,,,,,FALSE,
by Modern Kid Press,,,,,,,FALSE,
Robin Sharma,,,,,,,TRUE,
Adam Verner,,,,,,,FALSE,
Stephen R. Covey,,,,,,,FALSE,
Sean Covey,,,,,,,FALSE,
Jeremy Irons,19/09/1948,,,,,,TRUE,
Saskia Maarleveld,,,,,,,FALSE,
by Wynn Kapit,,,,,,,FALSE,
Lawrence M. Elson,,,,,,,FALSE,
Alex Trebek,,,,,,,TRUE,
Barbara O'Neal,,,,,,,TRUE,
Aidan Gillen,24/04/1968,,,,,,TRUE,
David Heath,16/03/1954,,,,,,TRUE,
Jim Roberts,19/11/1931,,12/08/2013,,,,TRUE,
A.G. Riddle,,,,,,,FALSE,
A. G. Riddle,,,,,,,FALSE,
Stephen Bel Davies,,,,,,,FALSE,
Alex Haley,11/08/1921,,10/02/1992,,,,TRUE,
MALCOLM X,,,,,,,FALSE,
Malcolm X,,,,,,,TRUE,
Laurence Fishburne,30/07/1961,,,,,,TRUE,
Lauren Davidson,01/10/2001,,,,,,TRUE,
Jory JohnPete Oswald,,,,,,,FALSE,
Santino Fontana,21/03/1982,,,,,,TRUE,
Rachel Hanna,,,,,,,FALSE,
Christy Lefteri,,,,,,,FALSE,
Art Malik,13/11/1952,,,,,,TRUE,
Henrietta Meire,,,,,,,FALSE,
The Beginner's Bible,,,,,,,FALSE,
Lucinda Berry,,,,,,,FALSE,
Amy Rubinate,,,,,,,FALSE,
Tara Sands,,,,,,,TRUE,
Coleen Marlo,,,,,,,FALSE,
Dr. Kimberly D. Moore,,,,,,,FALSE,
Stephanie Middleberg MS RD CDN,,,,,,,FALSE,
Carole P. Roman,,,,,,,FALSE,
James PattersonDavid Ellis,,,,,,,FALSE,
Mark Hyman M.D.,,,,,,,FALSE,
Bessel van der Kolk M.D.,,,,,,,FALSE,
by Bessel van der Kolk M.D.,,,,,,,FALSE,
S W Kane,,,,,,,FALSE,
Kim Michele Richardson,,,,,,,TRUE,
Mozhan Marnò,03/05/1980,,,,,,TRUE,
Sophie Amoss,,,,,,,FALSE,
Sullivan Jones,,,,,,,FALSE,
Lisa Flanagan,,,,,,,FALSE,
Kristin Harmel,04/05/1979,,,,,,TRUE,
Madeleine Maby,,,,,,,FALSE,
B. J. Novak,31/07/1979,,,,,,TRUE,
Michael Maloney,,,,,,,TRUE,
Edward Herrmann,21/07/1943,,31/12/2014,,,,TRUE,
Dot Hutchison,,,,,,,FALSE,
Cara Natterson,,,,,,,FALSE,
Valorie Schaefer,,,,,,,FALSE,
by Valorie Schaefer,,,,,,,FALSE,
Josee Masse,,,,,,,FALSE,
J. D. Salinger,,,,,,,FALSE,
J.D. Salinger,,,,,,,FALSE,
Thomas Campbell,1882-02-19,,18/03/1966,,,,TRUE,
Edith Eger,29/09/1927,,,,,,TRUE,
Tovah Feldshuh,27/12/1948,,,,,,TRUE,
by Dr. Edith Eva Eger,,,,,,,FALSE,
Dr. Edith Eva Eger,,,,,,,FALSE,
Kenneth Branagh,10/12/1960,,,,,,TRUE,
Alex Jennings,10/05/1957,,,,,,TRUE,
Michael York,27/03/1942,,,,,,TRUE,
Lynn Redgrave,,,,,,,FALSE,
Derek Jacobi,22/10/1938,,,,,,TRUE,
Jeremy Northam,,,,,,,FALSE,
Isabella Maldonado,,,,,,,FALSE,
Roxanne Hernandez,,,,,,,FALSE,
Adam Grupper,,,,,,,FALSE,
Dorothy CalimerisLulu Cook,,,,,,,FALSE,
by America's Test Kitchen Kids,,,,,,,FALSE,
Dr. Jason FungJimmy Moore,,,,,,,FALSE,
Jimmy Moore,1889-05-11,,,,,,TRUE,
Dr. Jason Fung,,,,,,,FALSE,
Amy Ramos,,,,,,,FALSE,
America's Test Kitchen,,,,,,,FALSE,
Delegates of the Constitutional Convention,,,,,,,FALSE,
Caitlin Kelly,,,,,,,FALSE,
Judy Hall,02/07/1922,,,,,,TRUE,
Mark Haddon,28/10/1962,,,,,,TRUE,
Ben Tibber,,,,,,,FALSE,
Michael Lark,,,,,,,FALSE,
Stephen Hanselman,,,,,,,FALSE,
Brian Holsopple,,,,,,,FALSE,
LevelFiveMedia,,,,,,,FALSE,
Ryan HolidayStephen Hanselman,,,,,,,FALSE,
M.M. Chouinard,,,,,,,FALSE,
Drew DaywaltOliver Jeffers,,,,,,,FALSE,
Christian Fox,11/04/1981,,,,,,TRUE,
Lorelei Avalon,,,,,,,FALSE,
Craig Smith,05/09/1989,,,,,,TRUE,
Anne Flosnik,,,,,,,FALSE,
Justine Eyre,,,,,,,FALSE,
Stephen Shanahan,,,,,,,FALSE,
Tom Hanks,09/07/1956,,,,,,TRUE,
Jen Fisch,,,,,,,FALSE,
Tom Robinson,01/06/1950,,,New_wave_music; Pop_music; Punk_rock; Rock_music,,,TRUE,
Tamaryn Payne,25/09/1988,,,,,,TRUE,
Bea Holland,,,,,,,FALSE,
Dom Thornburn,,,,,,,FALSE,
Dr Dr Michael Mosley,,,,,,,FALSE,
Kate Rudd,,,,,,,FALSE,
Patrick Lencioni,,,,,,,TRUE,
J. Kenji López-Alt,31/10/1979,,,,,,TRUE,
Don Miguel RuizJanet Mills,,,,,,,FALSE,
Andrew Mayne,,,,,,,FALSE,
Susannah Jones,,,,,,,FALSE,
Christina Moore,12/04/1973,,,,,,TRUE,
Christopher Greyson,,,,,,,FALSE,
Amy McFadden,,,,,,,FALSE,
A.J. Rivers (Author,,,,,,,FALSE,
Claire Duncan,,,,,,,FALSE,
Clare Corbett,,,,,,,TRUE,
India Fisher,,,,,,,TRUE,
Reg Keeland - translator,,,,,,,FALSE,
Abi Daré,,,,Young_adult_fiction,,,TRUE,
Marius Gabriel,,,,,,,FALSE,
Mary Jane Wells,,,,,,,FALSE,
Ron Rifkin,31/10/1939,,,,,,TRUE,
Sally Hepworth,,,,,,,TRUE,
Barrie Kreinik,,,,,,,FALSE,
F Scott Fitzgerald,,,,,,,FALSE,
F. Scott Fitzgerald,1896-09-24,,21/12/1940,,,,TRUE,
Jake Gyllenhaal,19/12/1980,,,,,,TRUE,
Mark White,26/10/1958,,,,,,TRUE,
by Francis Scott Key Fitzgerald,,,,,,,FALSE,
Arin Murphy-Hiscock,,,,,,,FALSE,
Gabra Zackman,,,,,,,FALSE,
Mary Ann ShafferAnnie Barrows,,,,,,,FALSE,
Lucy Foley,,,,,,,TRUE,
Jot Davies,,,,,,,FALSE,
Chloe Massey,,,,,,,FALSE,
Olivia Dowd,,,,,,,FALSE,
Aoife McMahon,,,,,,,FALSE,
Sarah Ovens,,,,,,,FALSE,
Rich Keeble,,,,,,,FALSE,
Claire Danes,12/04/1979,,,,,,TRUE,
Valerie Martin - essay,,,,,,,FALSE,
full cast,,,,,,,FALSE,
Sally Thorne,,,,,,,FALSE,
Katie Schorr,,,,,,,FALSE,
Wendy Webb,,,,,,,FALSE,
Alka Joshi,,,,,,,TRUE,
Sneha Mathan,,,,,,,FALSE,
Amanda Gorman,07/03/1998,,,,,,TRUE,
Oprah Winfrey - foreword,,,,,,,FALSE,
Andy Serkis,20/04/1964,,,,,,TRUE,
J. R. R. Tolkien,1892-01-03,,02/09/1973,Fantasy_fiction; High_fantasy; Literary_criticism; Mythopoeia,,,TRUE,
Rob Inglis,,,,,,,FALSE,
Clea Shearer,,,,,,,FALSE,
Joanna Teplin,,,,,,,FALSE,
Daniel Henning,,,,,,,FALSE,
Nick Chamian,,,,,,,FALSE,
Gary Furlong,,,,,,,FALSE,
Elle Newlands,,,,,,,FALSE,
Morag Sims,,,,,,,FALSE,
Moira Quirk,30/10/1968,,,,,,TRUE,
4 more,,,,,,,FALSE,
Benjamin Graham,1894-05-09,,21/09/1976,,http://dbpedia.org/resource/Bill_Ackman; http://dbpedia.org/resource/David_Dodd; http://dbpedia.org/resource/Irving_Kahn; http://dbpedia.org/resource/Jean-Marie_Eveillard; http://dbpedia.org/resource/Seth_Klarman; http://dbpedia.org/resource/Walter_J._Schloss; http://dbpedia.org/resource/Warren_Buffett; http://dbpedia.org/resource/William_J._Ruane,,TRUE,
Luke Daniels,05/01/1988,,,,,,TRUE,
Benjamin GrahamJason Zweig,,,,,,,FALSE,
Jenna Lamia,,,,,,,TRUE,
Adepero Oduye,11/01/1978,,,,,,TRUE,
V. E. Schwab,07/07/1987,,,,,,TRUE,
Patrice Karst,,,,,,,FALSE,
Patrice KarstJoanne Lew-Vriethoff,,,,,,,FALSE,
Sally Lloyd-Jones,,,,,,,FALSE,
David Suchet,02/05/1946,,,,,,TRUE,
Sally Lloyd-JonesJago,,,,,,,FALSE,
Barbara Davis,09/10/1929,,,,,,TRUE,
Leanne Vogel,,,,,,,FALSE,
Carley Roney,,,,,,,FALSE,
Jean M. Auel,,,,,,,FALSE,
Soraya M. Lane,,,,,,,FALSE,
Sarah Zimmerman,,,,,,,FALSE,
Julie Clark,,,,,,,TRUE,
Khristine Hvam,,,,,,,FALSE,
Liv Constantine,,,,,,,FALSE,
Meghan Wolf,,,,,,,FALSE,
Laura Dave,18/07/1977,,,,,,TRUE,
Peter Giles,17/06/1944,,,Jazz_fusion; Progressive_rock,,,TRUE,
Kathryn Hughes,,,,,,,TRUE,
Rachel Atkins,,,,,,,FALSE,
Emily Woo Zeller,,,,,,,FALSE,
Marie Kondō,,,,,,,FALSE,
by Marie Kondō,,,,,,,FALSE,
Lucy Scott,19/01/1971,,,,,,TRUE,
Sarah Penner,,,,,,,FALSE,
Lorna Bennett,07/06/1952,,,Reggae,,,TRUE,
Lauren Anthony,,,,,,,FALSE,
Lauren Irwin,,,,,,,FALSE,
Kobe Bryant,,,,,,,TRUE,
Joshua Swanson,,,,,,,TRUE,
Christopher Hart,,,,Historical_fiction,,,TRUE,
Mariah Carey,23/09/1993,,,,,,TRUE,
Matt Haig,03/07/1975,,,,,,TRUE,
Carey Mulligan,28/05/1985,,,,,,TRUE,
Ben Miles,29/09/1966,,,,,,TRUE,
Lucinda Riley,16/02/1965,,11/06/2021,,,,TRUE,
Brittainy Cherry,,,,,,,FALSE,
Jordan Cobb,,,,,,,FALSE,
James Shippy,,,,,,,FALSE,
Lisa Sterle,,,,,,,FALSE,
Karen McQuestion,,,,,,,FALSE,
Karen McQuestion (Author,,,,,,,FALSE,
Stacey Glemboski,,,,,,,FALSE,
The Washington Post,,,,,,,TRUE,
Michelle Alexander,07/10/1967,,,,,,TRUE,
Karen Chilton,,,,,,,FALSE,
Kaira Rouda,17/05/1963,,,Psychological_thriller,,,TRUE,
Teri Clark Linden,,,,,,,FALSE,
Stephen Graybill,,,,,,,FALSE,
Rachel L. Jacobs,,,,,,,FALSE,
Polly Stone,,,,,,,FALSE,
Gary KellerJay Papasan,,,,,,,FALSE,
Timothy Miller,,,,,,,FALSE,
Claire Hamilton,31/01/1989,,,,,,TRUE,
Rellek Publishing Partners,,,,,,,FALSE,
Jason Fung,,,,,,,TRUE,
Brian Nishii,,,,,,,FALSE,
Robb PearlmanMelanie Demmer,,,,,,,FALSE,
GMAC (Graduate Management Admission,,,,,,,FALSE,
The College Board,,,,,,,FALSE,
Ernest Hemingway,1899-07-21,,02/07/1961,,,,TRUE,
Donald Sutherland,,,,,,,TRUE,
by Michael  Format: Kindle Edition,,,,,,,FALSE,
John Marrs,,,,,,,FALSE,
Vicki Hall,,,,,,,FALSE,
Simon Bubb,,,,,,,FALSE,
Sophie Aldred,20/08/1962,,,,,,TRUE,
by Katherine Applegate,,,,,,,FALSE,
Patricia Castelao,,,,,,,FALSE,
S. E. Hinton,22/07/1948,,,Children's_books; Screenplays; Young-adult_novel,,,TRUE,
Jim Fyfe,,,,,,,TRUE,
Suzanne Toren,,,,,,,FALSE,
Miranda Cowley Heller,,,,,,,FALSE,
Nan McNamara,,,,,,,FALSE,
Robert A. Caro,,,,,,,FALSE,
Christine Williams,12/01/1944,,,,,,TRUE,
Erin Bennett,,,,,,,FALSE,
Dan John Miller,,,,,,,TRUE,
Jeneva Rose,,,,,,,FALSE,
Neil Hellegers,,,,,,,FALSE,
Teri Schnaubelt,,,,,,,FALSE,
Dreamscape Media,,,,,,,FALSE,
Noah Galvin,06/05/1994,,,,,,TRUE,
Oscar Wilde,,,,,,,TRUE,
Michael Page,23/09/1938,,,,,,TRUE,
Peter Batchelor,21/09/1950,,,,,,TRUE,
Russell Tovey,14/11/1981,,,,,,TRUE,
Simon Prebble,13/02/1942,,,,,,TRUE,
B.J. Harrison (Narrator,,,,,,,FALSE,
Dr. Steven R Gundry MD,,,,,,,FALSE,
by Dr. Steven R Gundry MD,,,,,,,FALSE,
Jean Hanff Korelitz,16/05/1961,,,,,,TRUE,
Deborah Diesen,,,,Children's_literature,,,TRUE,
Deborah DiesenDan Hanna,,,,,,,FALSE,
Mike Chamberlain,,,,,,,FALSE,
Joseph Murphy,06/08/1976,,,,,,TRUE,
Adenrele Ojo,,,,,,,FALSE,
Dennis Quaid,09/04/1954,,,,,,TRUE,
Jeremy Davidson,,,,,,,TRUE,
James PattersonBill Clinton,,,,,,,FALSE,
Tony Tony Goldwyn,,,,,,,FALSE,
Fajer Al-Kaisi,07/05/1979,,,,,,TRUE,
James Chen,,,,,,,TRUE,
Amanda Dolan,,,,,,,FALSE,
Mary Stuart Masterson,28/06/1966,,,,,,TRUE,
Company,,,,,,,TRUE,
10 more,,,,,,,FALSE,
Morgan Housel,,,,,,,FALSE,
Chris Hill,,,,,,,TRUE,
Ashley Audrain,,,,,,,TRUE,
Walter Tevis,28/02/1928,,09/08/1984,Fiction; Science_fiction,,,TRUE,
JD Jackson,,,,,,,FALSE,
Marcus PfisterJ Alison James,,,,,,,FALSE,
ACT,,,,,,,TRUE,
Pamela M. Kelley,,,,,,,FALSE,
Grover Gardner,,,,,,,FALSE,
Gildan Media,,,,,,,FALSE,
Michael Rowe,,,,,,,TRUE,
Mitch Horowitz,,,,,,,TRUE,
Mitch Horowitz - abridgement,,,,,,,FALSE,
introduction,,,,,,,FALSE,
G,,,,,,,TRUE,
Charles Conrad,1804-12-24,,1878-02-11,,,,TRUE,
Robert Iger,,,,,,,FALSE,
Jim Frangione,,,,,,,FALSE,
Arthur Edward Waite,1857-10-02,,19/05/1942,,,,TRUE,
Cormac McCarthy,20/07/1933,,,Apocalyptic_and_post-apocalyptic_fiction; Southern_gothic; Western_fiction,,,TRUE,
Ian Morgan Cron,,,,,,,FALSE,
Hayek,,,,,,,FALSE,
John Bolton,,,,,,,TRUE,
by John Bolton,,,,,,,FALSE,
Ari Fliakos,,,,,,,FALSE,
Dan O'Grady,16/08/1968,,,,,,TRUE,
Raynor Winn,,,,,,,FALSE,
Sarah Pearse,,,,,,,FALSE,
Frances Hodgson Burnett,1849-11-24,,29/10/1924,,,,TRUE,
Karen Inglis,,,,,,,FALSE,
Jane Healey,,,,,,,FALSE,
Sarah Mollo-Christensen,,,,,,,FALSE,
Kate Hewitt,,,,,,,FALSE,
Lee ChildAndrew Child,,,,,,,FALSE,
Alma Cuervo,13/08/1951,,,,,,TRUE,
William P. Young,,,,,,,FALSE,
by Wm. Paul Young,,,,,,,FALSE,
Campbell Scott,19/07/1961,,,,,,TRUE,
Jack Hawkins,,,,,,,TRUE,
Kerry Fisher,,,,,,,FALSE,
Martin Shaw,1875-03-09,,24/10/1958,,,,TRUE,
Frazer Douglas,,,,,,,FALSE,
Ambrosia Hawthorn,,,,,,,FALSE,
Rebecca Mitchell,22/04/1981,,,,,,TRUE,
Jeffrey Eisner,,,,,,,FALSE,
T L Swan,,,,,,,FALSE,
Sebastian York,,,,,,,FALSE,
CJ Bloom,,,,,,,FALSE,
Sejal Badani,,,,,,,FALSE,
Richard Armitage,12/08/1928,,17/11/1986,,,,TRUE,
Jack Carr,26/12/1913,,11/07/1997,,,,TRUE,
Ann Dowd,30/01/1956,,,,,,TRUE,
Bryce Dallas Howard,02/03/1981,,,,,,TRUE,
Tantoo Cardinal,20/07/1950,,,,,,TRUE,
Kelly Rimmer,,,,,,,FALSE,
Ann Marie Gideon,,,,,,,FALSE,
Nancy Peterson,,,,,,,FALSE,
Richard Osman,28/11/1970,,,,,,TRUE,
Lesley Manville,12/03/1956,,,,,,TRUE,
Marian Keyes,10/09/1963,,,,,,TRUE,
Crazy Corey,,,,,,,FALSE,
Rhys Bowen,,,,,,,FALSE,
June,,,,Emo; Pop_punk,,,TRUE,
Lucy,,,,,,,TRUE,
Simon Rush,,,,,,,FALSE,
Cynthia Farrell,,,,,,,FALSE,
Deacon Lee,,,,,,,FALSE,
Dinah Bucholz,,,,,,,FALSE,
Michael A. Singer,,,,,,,FALSE,
Shayna Small,,,,,,,FALSE,
Steven Pressfield,,,,Historical_fiction,,,TRUE,
Minka Kent,,,,,,,FALSE,
Joe Morton,,,,,,,FALSE,
Meghan Quinn,,,,,,,FALSE,
Lauren Sweet,,,,,,,FALSE,
Tor Thom,,,,,,,FALSE,
by John Grisham  Format: Kindle Edition,,,,,,,FALSE,
Daniel J. SiegelTina Payne Bryson,,,,,,,FALSE,
Melissa Hartwig Urban,,,,,,,FALSE,
Melissa Hartwig UrbanDallas Hartwig,,,,,,,FALSE,
Greer HendricksSarah Pekkanen,,,,,,,FALSE,
Kim Krans,,,,,,,FALSE,
Mela Lee,,,,,,,TRUE,
Will Collyer,,,,,,,FALSE,
Tarryn Fisher,,ZA,,,,,TRUE,
A. J Finn,,,,,,,FALSE,
A. J. Finn,,,,,,,FALSE,
Emily Winfield Martin,,,,,,,TRUE,
Helen Duff,,,,,,,FALSE,
Tish RabeAristides Ruiz,,,,,,,FALSE,
Tish Rabe,,,,,,,FALSE,
Julianne MacLean,,,,,,,FALSE,
Carlotta Brentan,,,,,,,FALSE,
Rachel Howzell Hall,,,,,,,FALSE,
Michael Crouch,27/05/1933,,09/02/2018,,,,TRUE,
Jay Shetty,06/09/1987,,,,,,TRUE,
Napoleon Hill,1883-10-26,,08/11/1970,Non-fiction; Self-help,,,TRUE,
Erik Synnestvedt,,,,,,,FALSE,
Napoleon Hill Foundation,,,,,,,FALSE,
Patrick Egan,20/07/1923,,,,,,TRUE,
Adam Kay,01/03/1992,,,,,,TRUE,
David Biro,,,,,,,TRUE,
Mary C. Neal,,,,,,,FALSE,
Sissy Spacek,25/12/1949,,,,,,TRUE,
by Trump Mary L.,,,,,,,FALSE,
Mary L. Trump Ph.D.,,,,,,,FALSE,
Mary L. Trump PhD,,,,,,,FALSE,
by Mary L. Trump Ph.D.,,,,,,,FALSE,
Sujatha Lalgudi,,,,,,,FALSE,
Dustin Brady,,,,,,,FALSE,
Donald J. Trump,,,,,,,TRUE,
Kaleo Griffith,,,,,,,FALSE,
Donald J. TrumpTony Schwartz,,,,,,,FALSE,
Fred Reichheld,,,,,,,FALSE,
Rob Markey,,,,,,,TRUE,
Portia de Rossi,31/01/1973,,,,,,TRUE,
Katy Tur,26/10/1983,,,,,,TRUE,
Jenni Rivera,,,,,,,TRUE,
Marissa Mateo,,,,,,,FALSE,
Brian MacKenzie,,,,,,,FALSE,
Laura Hillenbrand,15/05/1967,,,,,,TRUE,
Don Rosa,,,,,,,TRUE,
MaryJanice Davidson,,,,Erotica; Fantasy; Horror_fiction; Romance_novel,,,TRUE,
Bill Nye,27/11/1955,,,,,,TRUE,
Frances Mayes,23/03/1940,,,,,,TRUE,
Nancy Horan,,,,,,,FALSE,
Ben H Winters,,,,,,,FALSE,
Robert Macfarlane,15/08/1976,,,,,,TRUE,
Seth Casteel,,,,,,,FALSE,
Sarah Vowell,27/12/1969,,,,,,TRUE,
Omarosa Manigault Newman,,,,,,,FALSE,
Frederick Woolverton,,,,,,,FALSE,
Susan Shapiro,,US,,Non-fiction,,,TRUE,
Cory Booker,27/04/1969,,,,,,TRUE,
John Darnielle,16/03/1967,,,Folk_music; Folk_rock; Indie_folk; Indie_rock; Lo-fi_music,,,TRUE,
Perry Noble,,,,,,,FALSE,
Jennifer Holland,09/11/1987,US,,,,,TRUE,
edited  Neil Gaiman,,,,,,,FALSE,
KEI,,,,,,,FALSE,
Deborah Feldman,17/08/1986,,,,,,TRUE,
Peter Mallouk,,,,,,,FALSE,
Debbie Reynolds,01/04/1932,,28/12/2016,,,,TRUE,
Dorian Hannaway,,,,,,,FALSE,
