author,birth_date,birth_place,birth_country,death_date,genres,influenced,influenced_by,properly_processed
Doris Kearns Goodwin,,,,,,,FALSE,
Geoff Smart,,,,,,,FALSE,
Becky Albertalli,17/11/1982,,,Coming_of_age_novel; LGBT_literature; Young_adult_fiction,,,TRUE,
Brant Cooper,,,,,,,FALSE,
Sheryl Sandberg,28/08/1969,,,,,,TRUE,
Nell Scovell,,,,,,,TRUE,
Eric Ries,22/09/1978,,,,,,TRUE,
Alexandra Fuller,,,,,,,TRUE,
Dwayne Epstein,,,,,,,FALSE,
John Smith,1832-09-22,,,,,,TRUE,
Shotaro Ishinomori,25/01/1938,,28/01/1998,Science_fiction,,,TRUE,
Alan Davis,,,,,,,TRUE,
Oliver Copiel,,,,,,,FALSE,
Paul Levitz,,,,,,,FALSE,
the DK staff,,,,,,,FALSE,
Greg Farshtey,14/07/1965,,,Children's_fiction; Fantasy_literature,,,TRUE,
Jolyton Yates,,,,,,,FALSE,
Jolyon Yates,,,,,,,FALSE,
Claire Sipi,,,,,,,FALSE,
DK Publishing,,,,,,,FALSE,
Daniel Lipkowitz,,,,,,,FALSE,
Simon Beecroft,,,,,,,FALSE,
Hannah Dolan,,,,,,,FALSE,
Kate Howard,,,,,,,FALSE,
William Shatner,22/03/1932,,,,,,TRUE,
Walter Isaacson,20/05/1952,,,,,,TRUE,
Andrew Sean Greer,21/11/1970,,,Literary_Fiction,,,TRUE,
Lauren Myracle,15/05/1969,,,Young_adult_fiction,,,TRUE,
Chris Christie,06/09/1962,,,,,,TRUE,
Corey R Lewandowski,,,,,,,FALSE,
David N Bossie,,,,,,,FALSE,
Deena Kastor,14/02/1973,,,,,,TRUE,
Michelle Hamilton,19/09/1946,,,,,,TRUE,
Diane Keaton,05/01/1946,,,,,,TRUE,
Hervé Tullet,,,,,,,FALSE,
Gail Caldwell,,,,,,,FALSE,
Margarete Dos,,,,,,,FALSE,
Kerstin Lieff,,,,,,,FALSE,
compiled  Shaun Usher,,,,,,,FALSE,
Patrick Doughtie,,,,,,,FALSE,
John Perry,15/06/1935,,,,,,TRUE,
Karen Abbott,,,,,,,FALSE,
Jeanine Pirro,02/06/1951,,,,,,TRUE,
Garrison Keillor,07/08/1942,,,Observational_humor,,,TRUE,
Ron Paul,20/08/1935,,,,,,TRUE,
Robin Talley,,,,,,,FALSE,
James Fox,,,,,,,TRUE,
Max Tegmark,05/05/1967,,,,,,TRUE,
Damien Echols,11/12/1974,,,,,,TRUE,
Sarah Colonna,29/12/1974,,,,,,TRUE,
Phil McGraw,01/09/1950,,,,,,TRUE,
Richard Winston,,,,,,,FALSE,
Jay Williams,13/10/1971,,,,,,TRUE,
Jennifer Arnold,,,,,,,FALSE,
Bill Klein,,,,,,,TRUE,
Peter Buffett,04/05/1958,,,,,,TRUE,
Tom Ferry,,,,,,,FALSE,
Laura Morton,,,,,,,FALSE,
Elizabeth Kaye,,,,,,,FALSE,
Ted Koppel,08/02/1940,,,,,,TRUE,
Martha Hall Kelly,,,,,,,FALSE,
Dwight Jon Zimmerman,,,,,,,FALSE,
Saroo Brierley,,,,,,,TRUE,
Greg Mortenson,,,,,,,TRUE,
Susan L Roth,,,,,,,FALSE,
Anna Dewdney,25/12/1965,,03/09/2016,Juvenile_fiction,,,TRUE,
Brian McGilloway,,,,,,,FALSE,
Walter Mosley,,,,,,,FALSE,
Kwesi Johnson,,,,,,,FALSE,
Jason Gay,,,,,,,FALSE,
Dennis Lehane,04/08/1965,,,Crime_fiction; Mystery_fiction,,,TRUE,
Jesse Itzler,,,,,,,TRUE,
Reed Duncan,,,,,,,FALSE,
John Scalzi,10/05/1969,,,,,,TRUE,
Gabriel Rodriguez,,,,,,,TRUE,
Brian Floca,,,,Children's_literature,,,TRUE,
Mamare Touno,,,,,,,FALSE,
Kazuhiro Hara,,,,,,,FALSE,
Apostolos Doxiadis,,,,,,,FALSE,
Christos H Papadimitriou,,,,,,,FALSE,
Alecos Papadatos,,,,,,,FALSE,
Annie Di Donna,,,,,,,FALSE,
Mackenzi Lee,,,,Historical_fiction; Non-fiction,,,TRUE,
Marcus Luttrell,,,,,,,TRUE,
Patrick Robinson,,,,,,,TRUE,
Kazuo Koike,,,,,,,TRUE,
Goseki Kojima,,,,,,,TRUE,
Will Allison,22/10/1968,,,,,,TRUE,
Nelson Mandela,,,,,,,TRUE,
Jason Reynolds,06/12/1983,,,Young_adult_fiction,,,TRUE,
John Elder Robison,13/08/1957,,,,,,TRUE,
Beth Hoffman,,,,,,,FALSE,
Bruce Poon Tip,,,,,,,TRUE,
S M Stirling,,,,,,,FALSE,
Jason,,,,,,,TRUE,
Jennifer Donnelly,16/08/1963,,,Historical_fiction; Young_adult_fiction,,,TRUE,
Peter Lerangis,,US,,,,,TRUE,
Ella Frances Sanders,,,,,,,FALSE,
A L Jackson,,,,,,,FALSE,
Sherry Petersik,,,,,,,FALSE,
John Petersik,,,,,,,FALSE,
Jenna Evans Welch,,,,,,,FALSE,
Marci Shimoff,,,,,,,FALSE,
Carol Kline,,,,,,,FALSE,
Ken Akamatsu,05/07/1968,,,,,,TRUE,
Dorien Kelly,,,,,,,FALSE,
Rob Lowe,17/03/1964,,,,,,TRUE,
Garance Doré,01/05/1975,,,,,,TRUE,
Melissa Michaels,,,,,,,FALSE,
Rob Bell,,,,,,,TRUE,
David Rakoff,27/11/1964,,09/08/2012,,,,TRUE,
Betty DeGeneres,20/05/1930,,,,,,TRUE,
Bella Andre,,,,,,,TRUE,
Melissa Foster,,,,,,,FALSE,
Padma Lakshmi,01/09/1970,,,,,,TRUE,
Jenny McCarthy,11/01/1974,,,,,,TRUE,
Yun Kouga,,,,,,,FALSE,
Rajat Paharia,,,,,,,FALSE,
Jessica Knoll,,,,,,,FALSE,
Joe Buck,25/04/1969,,,,,,TRUE,
Tom Brokaw,06/02/1940,,,,,,TRUE,
edited  David Chang,,,,,,,FALSE,
Amy Bloom,,,,,,,FALSE,
Noelle Stevenson,,,,,,,FALSE,
Grace Ellis,,,,,,,FALSE,
Brooke Allen,,,,,,,FALSE,
Augusten Burroughs,23/10/1965,,,,,,TRUE,
Jennifer L Armentrout,,,,,,,FALSE,
Sara Shepard,,,,,,,FALSE,
Laurence Leamer,30/10/1941,,,American_politics,,,TRUE,
Anne Glenconner,,,,,,,FALSE,
Luanne Rice,25/09/1955,,,Fiction,,,TRUE,
Nicol Zanzarella,,,,,,,FALSE,
Jill Twiss,,,,,,,FALSE,
Jill TwissMarlon Bundo,,,,,,,FALSE,
Seth Numrich,19/01/1987,,,,,,TRUE,
Brian Pallino,,,,,,,FALSE,
Rumaan Alam,,,,Literary_fiction; Thriller_(genre),,,TRUE,
Abigail Revasch,,,,,,,FALSE,
Kathe Mazur,,,,,,,FALSE,
Robert Bailey,,,,,,,TRUE,
Monica Sweeney,,,,,,,FALSE,
Colum McCann,28/02/1965,,,Literary_fiction,,,TRUE,
Robert Glenister,11/03/1960,,,,,,TRUE,
Paper Peony Press,,,,,,,FALSE,
James S. A. Corey,,,,Science_fiction,,,TRUE,
Jefferson Mays,08/06/1965,,,,,,TRUE,
Nia Long,30/10/1970,,,,,,TRUE,
Chris-Anne,,,,,,,FALSE,
Jim Kwik,,,,,,,FALSE,
Hay House,,,,,,,TRUE,
Alice SchertleJill McElmurry,,,,,,,FALSE,
Wil Wheaton,29/07/1972,,,,,,TRUE,
William Golding,,,,,,,TRUE,
Jana DeLeon,,,,,,,FALSE,
Robert Munsch,11/06/1945,,,Children's_literature,,,TRUE,
Sheila McGraw,,,,,,,FALSE,
Scott Merriman,,,,,,,FALSE,
Katie Koster,,,,,,,FALSE,
P. J. Ochlan,,,,,,,TRUE,
Hope Larson,,,,,,,FALSE,
Rhonda K Garelick,,,,,,,FALSE,
Andrew Burstein,,,,,,,FALSE,
Nancy Isenberg,,,,,,,FALSE,
L S Hilton,,,,,,,FALSE,
Shinobu Otaka,,,,,,,FALSE,
Ilona Andrews,,,,,,,FALSE,
Clamp,,,,,,,TRUE,
Mary Pope Osborne,,,,,,,FALSE,
Mitsuki Mihara,,,,,,,FALSE,
MonRin,,,,,,,FALSE,
Rick Springfield,23/08/1949,,,,,,TRUE,
Maria Dahvana Headley,21/06/1977,,,,,,TRUE,
Anthony Horowitz,05/04/1955,,,,,,TRUE,
Stephanie Land,,,,,,,TRUE,
J Courtney Sullivan,,,,,,,FALSE,
Helen Simonson,,,,,,,FALSE,
Cecile Richards,15/07/1957,,,,,,TRUE,
Lauren Peterson,,,,,,,FALSE,
Michelle Phan,11/04/1987,,,,,,TRUE,
William H McRaven,,,,,,,FALSE,
Manning Marable,13/05/1950,,01/04/2011,,,,TRUE,
John Romaniello,,,,,,,FALSE,
Adam Bornstein,,,,,,,FALSE,
James L Swanson,,,,,,,FALSE,
Peter L Bergen,,,,,,,FALSE,
William Kent Krueger,16/11/1950,,,Crime_fiction; Mystery_fiction,,,TRUE,
Peyton Manning,,,,,,,TRUE,
Archie Manning,,,,,,,TRUE,
John Underwood,,,,,,,TRUE,
Jeff Guinn,,,,,,,FALSE,
Jordan B Peterson,12/06/1962,,,,,,TRUE,
Gilbert Hernandez,,,,,,,FALSE,
Ellen Forney,08/03/1968,,,,,,TRUE,
Jenny Slate,25/03/1982,,,,,,TRUE,
Dean Fleischer-Camp,,,,,,,FALSE,
kim Hyung-min,,,,,,,FALSE,
Yang kyung-il,,,,,,,FALSE,
John Lewis,02/01/1926,,22/12/2015,,,,TRUE,
Andrew Aydin,25/08/1983,,,,,,TRUE,
Tou Ubukata,,,,,,,FALSE,
Michael Shelden,,,,,,,FALSE,
John Grogan,24/02/1961,,,,,,TRUE,
Charlotte Pence,,,,,,,FALSE,
Pat Mills,,,,,,,TRUE,
Kevin O'Neill,,,,,,,TRUE,
Susan Branch,12/04/1947,,,,,,TRUE,
Hillary Monahan,,,,,,,FALSE,
Mac Walters,,,,,,,FALSE,
Hokusei Katsushika,,,,,,,FALSE,
Takashi Nagasaki,14/01/1956,,,,,,TRUE,
Jillian Michaels,18/02/1974,,,,,,TRUE,
Mariska van Aalst,,,,,,,FALSE,
Julia Child,15/08/1912,,13/08/2004,,,,TRUE,
Simone Beck,07/07/1904,,20/12/1991,,,,TRUE,
Louisette Bertholle,26/10/1905,,26/11/1999,,,,TRUE,
Howard Marks,23/04/1946,,,,,,TRUE,
Rosalind Wiseman,,,,,,,TRUE,
Karl Marlantes,24/12/1944,,,,,,TRUE,
Art Spiegelman,,,,,,,FALSE,
Craig Alanson,,,,,,,FALSE,
Boaz Yakin,20/06/1966,,,,,,TRUE,
Sheldon Lettich,,,,,,,FALSE,
Ed Vere,,,,Children's_literature,,,TRUE,
NaRae Lee,,,,,,,FALSE,
Gabrielle Bernstein,,,,,,,TRUE,
Jennifer Crusie,,,,,,,FALSE,
Lori Gottlieb,,,,,,,FALSE,
Hajime Asano,,,,,,,FALSE,
Neet,,,,,,,FALSE,
Katharine Hepburn,12/05/1907,,29/06/2003,,,,TRUE,
Ricky Martin,,,,,,,TRUE,
Patrick McDonnell,,,,,,,TRUE,
Jesse Andrews,,,,,,,TRUE,
Martin Greenfield,09/08/1928,,,,,,TRUE,
Wynton Hall,,,,,,,FALSE,
John Doerr,29/06/1951,,,,,,TRUE,
Betsy Cornwell,,,,,,,FALSE,
Edgar Cantero,27/05/1981,,,,,,TRUE,
Anthony William,,,,,,,TRUE,
Paul Kemprecos,,,,,,,FALSE,
Roger Bennett,14/09/1970,,,,,,TRUE,
Michael Davies,10/12/1986,,,,,,TRUE,
Michael Bamberger,,,,,,,FALSE,
Rhoda Janzen,,,,,,,FALSE,
Brian Herbert,,,,,,,FALSE,
Gianluigi Nuzzi,03/06/1969,,,,,,TRUE,
Meg Medina,11/06/1963,,,,,,TRUE,
Ted Kerasote,,,,,,,FALSE,
Jeni Stepanek,,,,,,,FALSE,
Larry Lindner,,,,,,,FALSE,
Roland Lazen,,,,,,,FALSE,
Michael Symon,19/09/1969,,,,,,TRUE,
Douglas Trattner,,,,,,,FALSE,
Richard Preston,05/08/1954,,,,,,TRUE,
Chris Tebbetts,,,,,,,FALSE,
Tomu Ohmi,,,,,,,FALSE,
Livia Blackburne,,,,,,,FALSE,
Tom Lichtenheld,,,,,,,FALSE,
Mike Golic,,,,,,,FALSE,
Andrew Chaikivsky,,,,,,,FALSE,
Miley Cyrus,23/11/1992,,,,,,TRUE,
Bisco Hatori,,,,,,,TRUE,
Matt Kindt,,,,,,,FALSE,
Katy Evans,03/03/1976,,,Romance_novel,,,TRUE,
Stephanie Milton,,,,,,,FALSE,
Paul Soares,,,,,,,FALSE,
Jr,,,,,,,FALSE,
Matthew Needler,,,,,,,FALSE,
Phil Southam,,,,,,,FALSE,
Jordan Maron,10/02/1992,,,,,,TRUE,
Nick Farwell,,,,,,,FALSE,
Tracey Baptiste,07/03/1972,,,,,,TRUE,
Max Brooks,22/05/1972,,,,,,TRUE,
Peter De Jonge,,,,,,,FALSE,
Chris Stewart,19/02/1982,,,,,,TRUE,
Ted Stewart,,,,,,,TRUE,
Garry Leach,,,,,,,FALSE,
Chuck Austen,,,,,,,TRUE,
Hannah Beck,,,,,,,FALSE,
Christy Beam,,,,,,,FALSE,
Issa Rae,,,,,,,TRUE,
Ann B Ross,,,,,,,FALSE,
Kay Robertson,21/12/1947,,,,,,TRUE,
Chrys Howard,,,,,,,FALSE,
Kathryn Fox,31/05/1975,,,,,,TRUE,
Seth Goldman,,,,,,,TRUE,
Barry Nalebuff,11/07/1958,,,,,,TRUE,
Ema Toyama,,,,,,,FALSE,
Daniel Clowes,14/04/1961,,,,,,TRUE,
Margaret McHeyzer,,,,,,,FALSE,
Yoshikazu Yasuhiko,09/12/1947,,,,,,TRUE,
Hajime Yatate,,,,,,,FALSE,
Michael Saylor,,,,,,,FALSE,
Tyra Banks,04/12/1973,,,,,,TRUE,
Cynthia W Lett,,,,,,,FALSE,
Emma Straub,,,,,,,TRUE,
Aziz Ansari,23/02/1983,,,,,,TRUE,
Eric Klinenberg,,,,,,,FALSE,
Jean (Moebius) Giraud,,,,,,,FALSE,
edited  Dave Isay,,,,,,,FALSE,
Sanjay Gupta,,,,,,,TRUE,
Suze Orman,05/06/1951,,,,,,TRUE,
Joe John Duran,,,,,,,FALSE,
Tony Robbins,,,,,,,TRUE,
Lisi Harrison,29/07/1970,,,Fiction,,,TRUE,
Okayado,,,,,,,FALSE,
artists,,,,,,,FALSE,
Marjorie Liu,,,,,,,FALSE,
Sana Takeda,,,,,,,TRUE,
MarcyKate Connolly,,,,,,,FALSE,
Matthew Van Fleet Photographs  Brian Stanton,,,,,,,FALSE,
Laurann Dohner,,,,,,,FALSE,
Stuart Gibbs,,,,,,,TRUE,
P C Cast,,,,,,,FALSE,
Clare Vanderpool,,,,,,,TRUE,
Susanna Leonard Hill,,,,,,,FALSE,
Tom Gauld,,,,,,,TRUE,
Michael Chabon,24/05/1963,,,,,,TRUE,
Adam Silvera,,,,,,,FALSE,
Rachel Caine,,,,,,,TRUE,
Nick Spencer,,,,,,,FALSE,
Joe Eisma,,,,,,,FALSE,
Andy Cohen,16/03/1965,,,,,,TRUE,
Steve Poizner,04/01/1957,US,,,,,TRUE,
David Petersen,04/07/1977,,,,,,TRUE,
Richard Atwater,1896-09-13,,23/08/1979,,,,TRUE,
Florence Atwater,1896-09-13,,23/08/1979,,,,TRUE,
Tom Perrotta,13/08/1961,,,,,,TRUE,
Jennifer Chiaverini,,,,,,,TRUE,
G Willow Wilson,,,,,,,FALSE,
Adrian Alphona,,,,,,,FALSE,
Jacob Wyatt,,,,,,,FALSE,
Takeshi Miyazawa,,,,,,,FALSE,
Deepak Chopra,22/10/1946,,,,,,TRUE,
Gabriel Tallent,,,,,,,FALSE,
Rip Esselstyn,16/02/1963,,,,,,TRUE,
Jamie Lee Curtis,22/11/1958,,,,,,TRUE,
Elena Ferrante,,,,Literary_fiction,,,TRUE,
Gregg Allman,,,,,,,TRUE,
John Updike,18/03/1932,,27/01/2009,Literary_realism,,,TRUE,
Ronda Rousey,01/02/1987,,,,,,TRUE,
Maria Burns Ortiz,,,,,,,FALSE,
Kevin Henkes,27/11/1960,,,Children's_literature,,,TRUE,
Gianna Angelopoulos,,,,,,,FALSE,
Kohei Horikoshi,,,,,,,FALSE,
Cynthia Hand,,,,,,,FALSE,
Brodi Ashton,,,,,,,FALSE,
Jodi Meadows,,,,,,,FALSE,
Gloria Steinem,25/03/1934,,,,,,TRUE,
Howard Dully,30/11/1948,,,,,,TRUE,
Charles Fleming,1887-02-28,,22/09/1918,,,,TRUE,
Dick Van Dyke,,,,,,,TRUE,
Dave Liniger,,,,,,,FALSE,
Kate Betts,,,,,,,FALSE,
Kourtney Kardashian,18/04/1979,,,,,,TRUE,
Kim Kardashian,21/10/1980,,,,,,TRUE,
Khloé Kardashian,27/06/1984,,,,,,TRUE,
Stanley McChrystal,,,,,,,TRUE,
Rick Bragg,26/07/1959,,,,,,TRUE,
Elizabeth Smart,03/11/1987,,,,,,TRUE,
Karl Ove Knausgaard,,,,,,,FALSE,
M O Walsh,,,,,,,FALSE,
Angie Martinez,09/01/1971,,,Hip_hop_music; Latino_rap,,,TRUE,
Roger Moore,,,,,,,TRUE,
Rachael Ray,,,,,,,TRUE,
Joanna GainesMarah Stets,,,,,,,FALSE,
Admiral William H. McRaven,,,,,,,FALSE,
by Admiral William H. McRaven,,,,,,,FALSE,
Viktor E. Frankl,,,,,,,FALSE,
Viktor E Frankl,,,,,,,FALSE,
Brian L. Weiss,,,,,,,FALSE,
Brian L. Weiss MD,,,,,,,FALSE,
Brian L. Weiss M.D.,,,,,,,FALSE,
Stan LeeDK,,,,,,,FALSE,
Stephen WiacekDKStan Lee,,,,,,,FALSE,
Elton John,25/03/1947,,,,,,TRUE,
Taron Egerton,10/11/1989,,,,,,TRUE,
Sarah Coomes,,,,,,,FALSE,
Stephanie Winston Wolkoff,21/01/1971,,,,,,TRUE,
Ron McLarty,26/04/1947,,08/02/2020,,,,TRUE,
Silvia Moreno-Garcia,25/04/1981,,,Speculative_fiction,,,TRUE,
Frankie Corzo,,,,,,,FALSE,
Adam Gasiewski,,,,,,,FALSE,
Carol S. Dweck,,,,,,,FALSE,
James Chandler,,,,,,,FALSE,
Jesse Bernstein,,,,,,,FALSE,
Yasmin Boland,,,,,,,FALSE,
Lindsay Marcott,,,,,,,FALSE,
Happy Toddlerz,,,,,,,FALSE,
Crystal Radke,,,,,,,FALSE,
Wonder House Books,,,,,,,FALSE,
Tanya Emelyanova,,,,,,,FALSE,
by Tanya Emelyanova,,,,,,,FALSE,
Kohei HorikoshiCaleb D. Cook,,,,,,,FALSE,
Ruth Bader Ginsburg,,,,,,,FALSE,
Mary Hartnett,,,,,,,FALSE,
Wendy W. Williams,,,,,,,FALSE,
Linda Lavin,15/10/1937,,,,,,TRUE,
Oyinkan Braithwaite,,,,,,,TRUE,
Hall H Pearson Education,,,,,,,FALSE,
Alberta Hutchinson,,,,,,,FALSE,
Masashi Kishimoto,08/11/1974,,,,,,TRUE,
Nathan Hale,1755-06-06,,,,,,TRUE,
Billy Graham,,,,,,,TRUE,
Karen Cleveland,,,,,,,FALSE,
Margo Jefferson,17/10/1947,,,,,,TRUE,
Neil Patrick Harris,15/06/1973,,,,,,TRUE,
David Javerbaum,,,,,,,TRUE,
Josh Dysart,,,,,,,FALSE,
Cliff Chiang,,,,,,,FALSE,
Osamu Takahashi,,,,,,,FALSE,
Yoshiyuki Sadamoto,29/01/1962,,,,,,TRUE,
Rosanna Pansino,08/06/1985,,,,,,TRUE,
Jeanne Ryan,,,,,,,FALSE,
Joseph O'Neill,23/02/1964,,,,,,TRUE,
Steve Silberman,,,,,,,TRUE,
Sarah MacLean,17/12/1978,US,,Historical_fiction; Romance_novel; Young_Adult_fiction,,,TRUE,
Marty Smith,,,,,,,TRUE,
Jan Pol,04/09/1942,NL,,,,,TRUE,
Alec Baldwin,03/04/1958,,,,,,TRUE,
Mark Cotta Vaz,,,,,,,TRUE,
Mike Miller,07/08/1951,,,,,,TRUE,
Sean Ryan,,,,,,,TRUE,
Marv Wolfman,,,,,,,TRUE,
George Perez,29/12/1937,,,,,,TRUE,
Edward Rutherfurd,,,,,,,TRUE,
Sheila Weller,,,,,,,FALSE,
Stassi Schroeder,24/06/1988,,,,,,TRUE,
Keiichi Arawi,,,,,,,TRUE,
Nicky Haslam,27/09/1939,,,,,,TRUE,
Marisha Pessl,26/10/1977,,,Literary_fiction,,,TRUE,
David Carr,08/09/1956,,12/02/2015,,,,TRUE,
Jason Segel,18/01/1980,,,,,,TRUE,
Kirsten Miller,,,,,,,FALSE,
Andrea Cremer,,,,,,,FALSE,
Eddy Barrows,,,,,,,TRUE,
Charles Frazier,04/11/1950,,,Historical_fiction,,,TRUE,
Dan Baum,18/02/1956,,08/10/2020,,,,TRUE,
Hosana Tanaka,,,,,,,FALSE,
Gary Shapiro,,,,,,,FALSE,
Paulo Herique,,,,,,,FALSE,
Paul Lee,,,,,,,TRUE,
Naoshi Komi,,,,,,,TRUE,
Mitt Romney,12/03/1947,,,,,,TRUE,
Robert Weintraub,,,,,,,FALSE,
Buzz Aldrin,20/01/1930,,,,,,TRUE,
Ken Abraham,,,,,,,FALSE,
Mark Owen,27/01/1972,,,Alternative_rock; Electronic_music; Pop_music; Pop_rock; Rock_music; Soft_rock,,,TRUE,
Kevin Maurer,,,,,,,FALSE,
Yuu Kamiya,,,,,,,FALSE,
Mashiro Hiiragi,,,,,,,FALSE,
Naomi Klein,08/05/1970,,,,,,TRUE,
Deborah Crombie,,,,,,,FALSE,
Nico Tanigawa,,,,,,,FALSE,
Greta Thunberg,03/01/2003,,,,,,TRUE,
Glenn Greenwald,06/03/1967,,,,,,TRUE,
Tina Payne Bryson,,,,,,,FALSE,
Atsuko Asano,14/09/1954,,,,,,TRUE,
Hinoki Kino,,,,,,,FALSE,
NOFX,,,,Melodic_hardcore; Pop_punk; Punk_rock; Ska_punk; Skate_punk,,,TRUE,
Jeff Alulis,,,,,,,FALSE,
Adachitoka,,,,,,,TRUE,
Scott Jurek,26/10/1973,,,,,,TRUE,
Jenny Jurek,,,,,,,FALSE,
Alan Cumming,27/01/1965,,,,,,TRUE,
Adam Carolla,27/05/1964,,,,,,TRUE,
Lena Dunham,13/05/1986,,,,,,TRUE,
JT Waldman,,,,,,,FALSE,
Nick Schuyler,,,,,,,FALSE,
Jeré Longman,,,,,,,FALSE,
Andra Watkins,,,,,,,FALSE,
Connor Franta,12/09/1992,,,,,,TRUE,
Alison Roman,01/09/1985,,,,,,TRUE,
Ryan Blair,23/02/1996,,,,,,TRUE,
Irin Carmon,,,,,,,TRUE,
Shana Knizhnik,,,,,,,FALSE,
Rocco DiSpirito,19/11/1966,,,,,,TRUE,
Brian Dennis,,,,,,,FALSE,
Mary Nethery,,,,,,,FALSE,
Kir Larson,,,,,,,FALSE,
Richard H Thaler,,,,,,,FALSE,
Cass R Sunstein,,,,,,,FALSE,
Ian McEwan,,,,,,,TRUE,
Zadie Smith,25/10/1975,,,,,,TRUE,
Crispin Boyer,,,,,,,FALSE,
by Catherine Hughes,,,,,,,FALSE,
Franco Tempesta,,,,,,,FALSE,
David Aguilar,,,,,,,FALSE,
Amy Shields,07/03/1990,,,,,,TRUE,
Glenn Livingston Ph.D.,,,,,,,FALSE,
Mary Burton,,,,,,,FALSE,
Chris VossTahl Raz,,,,,,,FALSE,
Chris Voss,28/11/1957,,,,,,TRUE,
Michael Kramer,,,,,,,TRUE,
Tahl Raz,,,,,,,FALSE,
by Never Split the Difference: Negotiating as if Your Life Depended on It,,,,,,,FALSE,
Elie Wiesel,,,,,,,FALSE,
L.T. Ryan,,,,,,,FALSE,
Debbie Herbert,,,,,,,FALSE,
Minnie BirdsongCottage Door Press,,,,,,,FALSE,
Gallup,,,,,,,TRUE,
Blair Brown,23/04/1946,,,,,,TRUE,
Pete Souza,31/12/1954,,,,,,TRUE,
Glenn Thrush,06/04/1967,,,,,,TRUE,
Nick Tate,18/06/1942,,,,,,TRUE,
Dean R Koontz,,,,,,,FALSE,
Queenie Chan,,,,,,,FALSE,
Laura Ingraham,19/06/1963,,,,,,TRUE,
Raymond Arroyo,20/09/1970,,,,,,TRUE,
Beth Ostrosky Stern,,,,,,,FALSE,
George Takei,20/04/1937,,,,,,TRUE,
Angela Liddon,,,,,,,FALSE,
Gary D Schmidt,,,,,,,FALSE,
Bruce Feirstein,,,,,,,TRUE,
Ian Falconer,,,,,,,FALSE,
Adapted  Jodie Shepherd,,,,,,,FALSE,
Milan Matra,,,,,,,FALSE,
Tom King,1895-10-07,,,,,,TRUE,
Barna Bagenda,,,,,,,FALSE,
Eula Biss,,,,Non-fiction,,,TRUE,
Amy Purdy,,,,,,,FALSE,
Angie Thomas,20/09/1988,,,Middle_Grade; Young_Adult_Fiction,,,TRUE,
Tracey Garvis-Graves,,,,,,,FALSE,
John L Parker Jr,,,,,,,FALSE,
David Maraniss,,,,,,,TRUE,
Mimi Alford,07/05/1943,,,,,,TRUE,
Daniel T Thomsen,,,,,,,FALSE,
Corinna Bechko,,,,,,,FALSE,
Kalinda Vazquez,,,,,,,FALSE,
Kendare Blake,,,,,,,TRUE,
David Nicholls,08/12/1943,,10/06/2008,,,,TRUE,
Josie Silver,,,,,,,FALSE,
the members of One Direction,,,,,,,FALSE,
Candace Bushnell,01/12/1958,,,,,,TRUE,
Isabel Greenberg,,,,,,,FALSE,
Nancy Bush,,,,,,,FALSE,
Jonathan Tropper,19/02/1970,,,,,,TRUE,
Jay Parini,02/04/1948,,,,,,TRUE,
B J Novak,,,,,,,FALSE,
J S Cooper,,,,,,,FALSE,
Jasper Fforde,11/01/1961,,,Alternative_history; Comic_fantasy,,,TRUE,
Denise Grover Swank,,,,,,,FALSE,
Eiichiro Oda,,,,,,,FALSE,
the editors of Martha Stewart Living,,,,,,,FALSE,
William R Forstchen,,,,,,,FALSE,
Gary Keller,13/06/1944,,,,,,TRUE,
Jay Papasan,,,,,,,TRUE,
Ann Voskamp,10/08/1973,,,Gen_X; Memoir,,,TRUE,
ONE,,,,,,,TRUE,
Yusuke Murata,,,,,,,TRUE,
Andre Agassi,29/04/1970,,,,,,TRUE,
Charlene Li,,,,,,,FALSE,
Kitty Kelley,04/04/1942,,,,,,TRUE,
Sanjay Jain,17/05/1962,,,,,,TRUE,
Piper Kerman,28/09/1969,,,,,,TRUE,
Ichigo Takano,11/01/1986,,,,,,TRUE,
Karen Traviss,,,,Science_fiction,,,TRUE,
Izumi Tsubaki,,,,,,,TRUE,
Bob Orr,11/10/1946,,,,,,TRUE,
Loren Long,,,,Picture_books,,,TRUE,
Aya Kanno,,,,,,,TRUE,
Laura Bush,04/11/1946,,,,,,TRUE,
Jenna Bush Hager,25/11/1981,,,,,,TRUE,
Robert D Putnam,,,,,,,FALSE,
Christopher Dickey,31/08/1951,,16/07/2020,,,,TRUE,
Kent Haruf,24/02/1943,,30/11/2014,Fiction,,,TRUE,
Paul Azaceta,,,,,,,FALSE,
Sean Parnell,19/11/1962,,,,,,TRUE,
John R Bruning,,,,,,,FALSE,
Michele Cook,,,,,,,FALSE,
Mimi Pond,,,,,,,TRUE,
Jonathan Van Ness,28/03/1987,,,,,,TRUE,
Eric Shanower,,,,,,,TRUE,
Skottie Young,,,,,,,TRUE,
Kate Reading,,,,,,,FALSE,
Nick J. Tate,,,,,,,FALSE,
Richard Ferrone,,,,,,,FALSE,
John Steinbeck,27/02/1902,,20/12/1968,,,,TRUE,
Bonnie Worth,,,,,,,FALSE,
Timothy Snyder,,,,,,,TRUE,
Owen King,21/02/1977,,,,,,TRUE,
Eleanor Tomlinson,19/05/1992,,,,,,TRUE,
Charlie Anson,,,,,,,FALSE,
William R. Forstchen,11/10/1950,,,,,,TRUE,
