,title,author,isbn13,isbn10,rank,rating,description,amazon_product_url,publisher,categories,year
5081,NO-DRAMA DISCIPLINE,Daniel J Siegel;Tina Payne Bryson,9780345548054,0345548051,5.0,,How to appropriately guide behavior of children using insights that are based upon the child's developing mind.,https://www.amazon.com/No-Drama-Discipline-Whole-Brain-Nurture-Developing-ebook/dp/B00JCS4NMC?tag=NYTBS-20,,,2014-09-23
5082,"NO. 6, VOL. 2",Atsuko Asano;Hinoki Kino,9781612623566,1612623565,3.0,,"Meet Shion, a hard-working student who lives a sheltered existence in the technological city known as No. 6. But his perfect life is thrown into chaos when he helps an injured fugitive named Rat during a typhoon.",https://www.amazon.com/No-6-Volume-Atsuko-Asano/dp/1612623565?tag=NYTBS-20,,,2013-08-13
5083,"NO. 6, VOL. 3",Atsuko Asano;Hinoki Kino,9781612623573,1612623573,4.0,,"Meet Shion, a hard-working student who lives a sheltered existence in the technological city known as No. 6. But his perfect life is thrown into chaos when he helps an injured fugitive named Rat during a typhoon.",https://www.amazon.com/No-6-Volume-Atsuko-Asano/dp/1612623573?tag=NYTBS-20,,,2013-10-22
5084,"NO. 6, VOL. 7",Atsuko Asano;Hinoki Kino,9781612625539,1612625533,4.0,,"Shion and Rat attempt to rescue Safu, who is imprisoned on the top floor of the Correctional Facility, which just happens to be filled with corpses missing their brains.",https://www.amazon.com/No-6-7-Atsuko-Asano/dp/1612625533?tag=NYTBS-20,,,2014-06-17
5085,NOAH’S COMPASS,Anne Tyler,9780307272409,0307272400,3.0,,A retired teacher with a head injury struggles to regain his memory and his engagement in life.,https://www.amazon.com/Noahs-Compass-Novel-Anne-Tyler/dp/0345516591?tag=NYTBS-20,Knopf,,2009
5086,NOFX,NOFX;Jeff Alulis,9780306824777,0306824779,3.0,,"A biography of the punk rock band, told from the perspectives of its members.",https://www.amazon.com/NOFX-Hepatitis-Bathtub-Other-Stories/dp/0306824779?tag=NYTBS-20,,,2016-04-12
5087,NOIR,Christopher Moore,9780062433978,0062433970,3.0,,"In the summer of 1947, a woman and an Air Force general attract the attention of a San Francisco bartender while a suspicious flying object is spotted near the coast.",https://www.amazon.com/Noir-Novel-Christopher-Moore/dp/0062433970?tag=NYTBS-20,Morrow,,2018-04-17
5088,NORA WEBSTER,Colm Toibin,9781439170939,1439170932,14.0,,"In the 1970s, an Irish widow struggles to find her identity.",http://www.amazon.com/Nora-Webster-Novel-Colm-Toibin/dp/1439138338?tag=NYTBS-20,Scribner,,2015-06-02
5089,"NORAGAMI, VOL. 1",Adachitoka,9781612629063,1612629067,1.0,,"Yato is a god without a shrine. Or any worshippers for that matter. So, in order to build a lavish temple in his own honor, he takes on odd jobs and helps those in need for a nominal fee.",https://www.amazon.com/Noragami-1-Adachitoka/dp/1612629067?tag=NYTBS-20,,,2014-09-02
5090,"NORAGAMI, VOL. 10",Adachitoka,9781632362131,1632362139,4.0,,"To build a lavish temple in his own honor, Yato takes on odd jobs, like finding lost kittens and helping a student overcome bullies at school.",https://www.amazon.com/Noragami-Stray-God-10-Adachitoka/dp/1632362139?tag=NYTBS-20,,,2016-01-26
5091,"NORAGAMI, VOL. 14",Adachitoka,9781632362551,1632362554,3.0,,Yato runs away and renews his efforts to become a god of happiness.,https://www.amazon.com/Noragami-Stray-God-14-Adachitoka/dp/1632362554?tag=NYTBS-20,,,2016-05-17
5092,"NORAGAMI, VOL. 17",Adachitoka,9781632363015,1632363011,2.0,,"Yato attempts to reason with the thunder god, Takemikazuchi.",https://www.amazon.com/Noragami-Stray-God-17-Adachitoka/dp/1632363011?tag=NYTBS-20,,,2016-10-25
5093,"NORAGAMI, VOL. 2",Adachitoka,9781612629070,1612629075,3.0,,"Yato is a god without a shrine. Or any worshippers for that matter. So, in order to build a lavish temple in his own honor, he takes on odd jobs and helps those in need for a nominal fee.",https://www.amazon.com/Noragami-2-Adachitoka/dp/1612629075?tag=NYTBS-20,,,2014-11-18
5094,"NORAGAMI, VOL. 3",Adachitoka,9781612629087,1612629083,4.0,,"Yato is a god without a shrine. Or any worshipers for that matter. So, in order to build a lavish temple in his own honor, he takes on odd jobs and helps those in need for a nominal fee.",https://www.amazon.com/Noragami-Stray-God-3-Adachitoka/dp/1612629083?tag=NYTBS-20,,,2015-01-20
5095,"NORAGAMI, VOL. 4",Adachitoka,9781612629940,1612629946,3.0,,"Yato is a god without a shrine. Or any worshipers for that matter. So, in order to build a lavish temple in his own honor, he takes on odd jobs and helps those in need for a nominal fee.",https://www.amazon.com/Noragami-Stray-God-4-Adachitoka/dp/1612629946?tag=NYTBS-20,,,2015-04-28
5096,NORMAL PEOPLE,Sally Rooney,9781984822178,1984822179,4.0,,The connection between a high school star athlete and a loner ebbs and flows when they go to Trinity College in Dublin.,https://www.amazon.com/Normal-People-Novel-Sally-Rooney/dp/1984822179?tag=NYTBS-20,,,2019-04-16
5097,NORSE MYTHOLOGY,Neil Gaiman,9780062663641,006266364X,2.0,,"A modern retelling of Norse folklore. 6 hours, 29 minutes unabridged. Read by the author.",https://www.amazon.com/Norse-Mythology-Neil-Gaiman/dp/039360909X?tag=NYTBS-20,Norton,,
5098,NORTH,Scott Jurek;Jenny Jurek,9780316433792,0316433799,2.0,,,https://www.amazon.com/North-Finding-While-Running-Appalachian/dp/0316433799?tag=NYTBS-20,,,2018-04-10
5099,NORTHWEST ANGLE,William Kent Krueger,9781439153963,1439153965,18.0,,,http://www.amazon.com/Northwest-Angle-OConnor-Mystery-Series/dp/1439153957?tag=NYTBS-20,Atria,,2012-04-10
5100,NOS4A2,Joe Hill,9780062200570,0062200577,5.0,,"In a creepy battle between real and imaginary worlds, a brave biker chick is pitted against a ghoulish villain who lures children to a place where it is always Christmas.",https://www.amazon.com/NOS4A2-Joe-Hill-ebook/dp/B009NF6Z2K?tag=NYTBS-20,Morrow/HarperCollins,,
5101,NOT A DRILL,Lee Child,9780804178839,0804178836,2.0,,"In this e-book short story, Jack Reacher is on a summer hike when the trail is suddenly closed and the military police show up.",https://www.amazon.com/Not-Drill-Reacher-Kindle-Single-ebook/dp/B00L0F018U?tag=NYTBS-20,,,2014-07-29
5102,NOT COOL,Greg Gutfeld,9780804138536,0804138532,5.0,,"The Fox News Channel host, author of “The Joy of Hate,” denounces the hipster elite and their pop cultural dominance. ",https://www.amazon.com/Not-Cool-Hipster-Elite-Their-ebook/dp/B00GQAOL58?tag=NYTBS-20,,,2014
5103,NOT IF I SAVE YOU FIRST,Ally Carter,9781338134148,1338134140,5.0,,It's complicated between a Secret Service agent's daughter and the president's son.,https://www.amazon.com/Not-If-Save-You-First/dp/1338134140?tag=NYTBS-20,,,2018
5104,NOT MY DAUGHTER,Barbara Delinsky,9780385532631,0385532636,18.0,,A pregnancy pact among three teenage girls.,http://www.amazon.com/Not-My-Daughter-Barbara-Delinsky/dp/0307473236?tag=NYTBS-20,Doubleday,,2010-01-05
5105,NOT MY FATHER'S SON,Alan Cumming,9781782115458,1782115455,3.0,,The actor’s memoir describes growing up with his abusive father and his exploration of family mysteries.,https://www.amazon.com/Not-My-Fathers-Son-Memoir/dp/0062225065?tag=NYTBS-20,,,2014-10-30
5106,NOT QUITE OVER YOU,Susan Mallery,9781488096853,1488096856,4.0,,The fourth book in the Happily Inc. series. Silver Tesdal must reveal a secret she has been keeping from Drew Lovato.,https://www.amazon.com/Not-Quite-Over-Happily-Book-ebook/dp/B078816YS2?tag=NYTBS-20,,,2018-10-23
5107,NOT TACO BELL MATERIAL,Adam Carolla,9780307888891,0307888894,4.0,,"Childhood recollections from the radio, TV and podcast host.",https://www.amazon.com/Taco-Bell-Material-Adam-Carolla-ebook/dp/B006E511XU?tag=NYTBS-20,,,2012-06-12
5108,NOT THAT KIND OF GIRL,Lena Dunham,9780812994995,081299499X,2.0,,A collection of revealing and often humorous personal essays from the creator and star of “Girls.”,https://www.amazon.com/Not-That-Kind-Girl-Learned/dp/081299499X?tag=NYTBS-20,,,2014-09-30
5109,NOT THE ISRAEL MY PARENTS PROMISED ME,Harvey Pekar;JT Waldman,9780809094820,0809094827,4.0,,"Memoirs were the specialty of Harvey Pekar, who died in July, 2010. In his final work, he examines what it means to be Jewish and what Israel means to the Jews.",https://www.amazon.com/Not-Israel-My-Parents-Promised/dp/0809094827?tag=NYTBS-20,,,
5110,NOT WITHOUT HOPE,Nick Schuyler;Jeré Longman,9780061993992,0061993999,4.0,,A man survives a deep-sea fishing trip gone terribly wrong.,https://www.amazon.com/Not-Without-Hope-Nick-Schuyler/dp/0061993999?tag=NYTBS-20,,,2010-03-02
5111,NOT WITHOUT MY FATHER,Andra Watkins,9780990859307,0990859304,3.0,,"The author walked the 444-mile Natchez Trace, at a rate of 15 miles a day, aided by her elderly father.",https://www.amazon.com/Not-Without-My-Father-444-Mile-ebook/dp/B00S7761E2?tag=NYTBS-20,,,
5112,NOTE TO SELF,Connor Franta,9781501158018,1501158015,3.0,,The internet personality discloses his struggles with depression and other issues in short essays and diary-like entries.,https://www.amazon.com/Note-Self-Connor-Franta/dp/1501158015?tag=NYTBS-20,,,2017-04-18
5113,NOTES FROM A SMALL ISLAND,Bill Bryson,9780062417435,0062417436,4.0,,An affectionate and irreverent walking tour of Britain. Originally published in 1996.,https://www.amazon.com/Notes-Small-Island-Bill-Bryson-ebook/dp/B00T3DR5A8?tag=NYTBS-20,,,2015-06-02
5114,NOTHING FANCY,Alison Roman,9780451497017,0451497015,2.0,,,https://www.amazon.com/Nothing-Fancy-Unfussy-Having-People/dp/0451497015?tag=NYTBS-20,,,2019-10-22
5115,NOTHING TO LOSE,Lee Child,9781407037936,1407037935,1.0,,Jack Reacher exposes the secrets of a Colorado town.,http://www.amazon.com/Nothing-Lose-Jack-Reacher-No/dp/0440245583?tag=NYTBS-20,Delacorte,,2008-09-04
5116,"NOTHING TO LOSE, EVERYTHING TO GAIN",Ryan Blair,9781591844037,1591844037,3.0,,Advice from a former gang member turned millionaire entrepreneur.,https://www.amazon.com/Nothing-Lose-Everything-Gain-Multimillionaire/dp/1591844037?tag=NYTBS-20,,,2011
5117,NOTORIOUS NINETEEN,Janet Evanovich,9780345527745,0345527747,1.0,,The New Jersey bounty hunter Stephanie Plum tracks down a con man who mysteriously vanished from a hospital.,https://www.amazon.com/Notorious-Nineteen-Stephanie-Plum-Novel/dp/0345527763?tag=NYTBS-20,Bantam,,2012-11-20
5118,NOTORIOUS RBG,Irin Carmon;Shana Knizhnik,9780062415820,0062415824,5.0,,A celebration of the life and career of the Supreme Court justice Ruth Bader Ginsburg.,https://www.amazon.com/Notorious-RBG-Times-Bader-Ginsburg/dp/0062415832?tag=NYTBS-20,,,2015-10-27
5119,NOVEMBER 9,Colleen Hoover,9781501110351,1501110357,5.0,,Is Ben using his relationship with Fallon as fodder for his novel?,https://www.amazon.com/November-9-Novel-Colleen-Hoover-ebook/dp/B00UDCI1S8?tag=NYTBS-20,,,2015-11-10
5120,NOW EAT THIS!,Rocco DiSpirito,9780345520906,0345520904,1.0,,"Recipes for favorite comfort foods, all under 350 calories.",https://www.amazon.com/Now-Eat-This-Americas-Favorite/dp/0345520904?tag=NYTBS-20,,,
5121,NOW EAT THIS! DIET,Rocco DiSpirito,9780446584494,0446584495,1.0,,A two-week weight-loss plan that lets you eat up to six meals a day.,https://www.amazon.com/Now-Eat-This-Diet-Pounds/dp/0446584495?tag=NYTBS-20,,,2011-03-22
5122,NOW EAT THIS! ITALIAN,Rocco DiSpirito,9780446584517,0446584517,3.0,,"One hundred classic Italian recipes recreated to be healthy and low in calories and fat, yet still full of flavor.",https://www.amazon.com/Now-Eat-This-Italian-Italy-All/dp/0446584517?tag=NYTBS-20,,,2012-09-25
5123,NOW THAT I'VE FOUND YOU,Bella Andre,9781938127892,1938127897,3.0,,An artist breaks his rule of never painting women when he meets a reality TV star.,https://www.amazon.com/That-Found-York-Sullivans-Book-ebook/dp/B01B0Q5QSS?tag=NYTBS-20,,,2016-04-13
5124,NOW YOU SEE HER,James Patterson;Michael Ledwidge,9780316036214,0316036218,2.0,,"Nina Bloom, a successful lawyer and loving mother who years ago changed her identity to save her life, is forced to confront the past and the killer she thought she had escaped.",https://www.amazon.com/Now-You-See-James-Patterson/dp/1455515515?tag=NYTBS-20,"Little, Brown",,
5125,NOWHERE TO RUN,C J Box,9780857894595,0857894595,17.0,,,http://www.amazon.com/Nowhere-Run-Joe-Pickett-Novel/dp/0399156453?tag=NYTBS-20,Putnam,,2011-12-01
5126,NUBS,Brian Dennis;Mary Nethery;Kir Larson,9780316053181,031605318X,4.0,,A wild dog in Iraq makes a friend for life.,https://www.amazon.com/Nubs-True-Story-Marine-Miracle/dp/031605318X?tag=NYTBS-20,,,2009-11-01
5127,NUCLEAR JELLYFISH,Tim Dorsey,9780061984631,0061984639,20.0,,,http://www.amazon.com/Nuclear-Jellyfish-Novel-Tim-Dorsey/dp/0061432660?tag=NYTBS-20,William Morrow,,2009-10-06
5128,NUDGE,Richard H Thaler;Cass R Sunstein,9780143115267,014311526X,4.0,,"Observations on the way people make choices about health, money and happiness.",https://www.amazon.com/Nudge-Improving-Decisions-Health-Happiness/dp/014311526X?tag=NYTBS-20,,,2009-02-24
5129,NUTSHELL,Ian McEwan,9781473547131,147354713X,7.0,,A fetus in utero overhears his mother plotting with his uncle to kill his father.,http://www.amazon.com/Nutshell-Novel-Ian-McEwan-ebook/dp/B01E2GZ30Y?tag=NYTBS-20,Nan A. Talese/Doubleday,,2016-09-01
5130,NW,Zadie Smith,9780241963487,0241963486,8.0,,The lives of four characters cross in northwest London; from the author of “White Teeth.”,http://www.amazon.com/NW-A-Novel-Zadie-Smith/dp/1594203970?tag=NYTBS-20,Penguin Press,,2012-09-06
5131,NYPD RED,James Patterson;Marshall Karp,9780316199865,0316199869,3.0,,Detective Zach Jordan and his partner (and ex-girlfriend) must stop a deranged killer who has targeted a glittering New York film festival.,https://www.amazon.com/NYPD-Red-James-Patterson-ebook/dp/B0089EHO7Q?tag=NYTBS-20,"Little, Brown",,
5132,NYPD RED 2,James Patterson;Marshall Karp,9780316211239,0316211230,1.0,,Detective Zach Jordan and his partner are called when the body of a wealthy woman is discovered on the Central Park carousel; the second book in a new series.,https://www.amazon.com/NYPD-Red-2-James-Patterson-ebook/dp/B00DTUHI2Q?tag=NYTBS-20,"Little, Brown",,2014-03-24
5133,NYPD RED 3,James Patterson;Marshall Karp,9780316284561,0316284564,2.0,,"Investigating the disappearance of a billionaire’s son, Detective Zach Jordan and his partner (and ex-girlfriend) find themselves in the midst of a conspiracy.",https://www.amazon.com/NYPD-Red-3-James-Patterson/dp/0316406996?tag=NYTBS-20,"Little, Brown",,2015-03-16
5134,NYPD RED 4,James Patterson;Marshall Karp,9780316288729,0316288721,1.0,,"Detective Zach Gordon and his partner, members of an elite task force that protects the rich and famous, pursue a cold-blooded killer.",https://www.amazon.com/NYPD-Red-4-James-Patterson/dp/0316407062?tag=NYTBS-20,"Little, Brown",,2016-01-25
5135,"National Geographic Kids Why?: Over 1,111 Answers to Everything",Crispin Boyer,9781426331923,1426331924,77.0,4.8,,,,"[""Books"",""Children's Books"",""Science, Nature & How It Works""]",2018
5136,National Geographic Little Kids First Big Book of Dinosaurs (National Geographic Little Kids First Big Books),by Catherine Hughes (Author);Franco Tempesta (Illustrator),,1426308469,2.0,4.8,,,,"[""Books"",""Children's Books"",""Education & Reference""]",
5137,National Geographic Little Kids First Big Book of Space,by Catherine Hughes (Author);David Aguilar (Illustrator),,1426310145,4.0,4.8,,,,"[""Books"",""Children's Books"",""Education & Reference""]",
5138,National Geographic Little Kids First Big Book of Why (National Geographic Little Kids First Big Books),Amy Shields,9781426311604,1426311605,44.0,4.8,,,,"[""Books"",""Children's Books"",""Education & Reference""]",2014-10-08
5139,Never Binge Again(tm): Reprogram Yourself to Think Like a Permanently Thin Person. Stop Overeating and Binge Eating and Stick to the Food Plan of Your Choice!,Glenn Livingston Ph.D.,9781515162940,151516294X,17.0,4.2,,,,"[""Books"",""Health, Fitness & Dieting"",""Diets & Weight Loss""]",2015-08-25
5140,"Never Go Back: Jack Reacher, Book 18",Lee Child (Author);Dick Hill (Narrator);Random House Audio (Publisher);0 more,9781524722876,1524722871,90.0,4.4,,,,"[""Books"",""Literature & Fiction"",""Action & Adventure"",""Mystery, Thriller & Suspense"",""Mystery""]",2016-09-06
5141,Never Look Back,Mary Burton,9781542009843,1542009847,23.0,4.4,,,,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]",2020-07
5142,Never Split the Difference: Negotiating As If Your Life Depended On It,Chris VossTahl Raz,9780062407818,0062407813,1.0,4.8,,,,"[""Books"",""Business & Money"",""Management & Leadership""]",2016-05-17
5143,Never Split the Difference: Negotiating as if Your Life Depended on It,Chris Voss (Author);Michael Kramer (Narrator);HarperAudio (Publisher);0 more,9780062407818,0062407813,1.0,4.8,,,,"[""Books"",""Business & Money"",""Job Hunting & Careers"",""Guides""]",2016-05-17
5144,Never Split the Difference: Negotiating as if Your Life Depended on It,Chris Voss (Author);Michael Kramer (Narrator);Tahl Raz (Author);Penguin Audio (Publisher);1 more,9780062407818,0062407813,14.0,4.8,,,,"[""Books"",""Business & Money"",""Management & Leadership"",""Negotiating""]",2016-05-17
5145,Never Split the Difference: Negotiating as if Your Life Depended on It,by Never Split the Difference: Negotiating as if Your Life Depended on It (Author),9788182202825,8182202825,4.0,4.8,,,,"[""Books"",""Business & Money"",""Management & Leadership""]",2010
5146,Night (Night),Elie Wiesel,9781548547080,1548547085,100.0,4.7,,,,,2017-07-04
5147,"Night School: Jack Reacher, Book 21",Lee Child (Author);Dick Hill (Narrator);Random House Audio (Publisher);0 more,9780804178815,080417881X,14.0,4.3,,,,"[""Books"",""Literature & Fiction"",""Action & Adventure"",""Mystery, Thriller & Suspense"",""Crime""]",2016-11-07
5148,Nine Perfect Strangers,Liane Moriarty,9781250069832,1250069831,36.0,4.1,A romance writer becomes fascinated by the owner and director of a health resort.,https://www.amazon.com/Nine-Perfect-Strangers-Liane-Moriarty-ebook/dp/B07C75GRLY?tag=NYTBS-20,,"[""Books"",""Humor & Entertainment"",""Humor""]",2019-10-01
5149,Nine Perfect Strangers,Liane Moriarty (Author);Caroline Lee (Narrator);Macmillan Audio (Publisher);0 more,9781760987244,1760987247,6.0,4.1,,,,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Family Life""]",2021-07-27
